pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,selected_scene_ids,confidence,notes
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,866.802,922.61,b5c00600-3d75-4741-943a-11bab17a6590|0408bcf3-b219-4164-b52b-43dcf51d21bf,0.735949,candidate_id=HC_3e3084f3b4c822;bin=6/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1081.6,1128.1,62ef412b-d11e-4dea-bf5e-d6a6e7d4c918|db375057-2d2c-45f1-b650-f8f7752c66a3,0.630805,candidate_id=HC_a22eca85e9d721;bin=7/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1221.645,1279.225,7a57a991-c6b9-42b2-bf42-a6e404b6a722,0.658241,candidate_id=HC_cd06456ef7d7ce;bin=8/9
G012,Fd32iyF-l8Q,vxfz-37y0qY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,316.284,371.84,a1517c6c-1ae6-40eb-b361-c968e57aafc7,0.549121,candidate_id=HC_f336182aebaec8;bin=2/11
G012,Fd32iyF-l8Q,vxfz-37y0qY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,673.565,728.911,f64df8ef-3ce4-448d-b78d-3479f99fece5,0.659764,candidate_id=HC_889fa8f9ea3c20;bin=5/11
G012,Fd32iyF-l8Q,vxfz-37y0qY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,961.8,1021.8,075cdf4a-3c24-451e-bb14-d8899a179257|762c22bc-5e73-4a46-8f98-a5ca0d4fc917,0.455291,candidate_id=HC_c074e2bbff4364;bin=6/11
G012,Fd32iyF-l8Q,vxfz-37y0qY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1341.93,1398.18,69078b73-759a-409f-a4ed-f97b2607a348|72d9539f-923f-4191-86b5-aa26e1581092,0.590898,candidate_id=HC_f8cc01bf4e122b;bin=8/11
G012,Fd32iyF-l8Q,vxfz-37y0qY,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1633.16,1688.935,e534851b-fdbc-4af6-a2f1-487e7fea568f,0.635172,candidate_id=HC_54b8385a514a42;bin=10/11
C007,I6JDOE9tKqo,ofZ3m43OEhE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,174.95,219.95,150a29e2-bb53-46e2-989f-fc8dd592dfe8|4404fdd7-bf23-4b63-bc88-3a355cd8162e,0.4396,candidate_id=HC_552694bea2c404;bin=2/7
C007,I6JDOE9tKqo,ofZ3m43OEhE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,544.033,591.905,852105a4-e8fe-4961-9a03-eb79063efa93|f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.906857,candidate_id=HC_3cae47e224db08;bin=4/7
C007,I6JDOE9tKqo,ofZ3m43OEhE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,604.09,648.74,f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.996108,candidate_id=HC_d7491ff98eb8c8;bin=4/7
C007,I6JDOE9tKqo,ofZ3m43OEhE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,927.324,970.204,80773fd4-835a-4ba9-b9c0-6ca441912ac3|30ca6830-788b-4898-a077-0a37f7739b71|4167361b-79d4-4cac-84bd-94163eca181b,0.607833,candidate_id=HC_0f658144f08e7f;bin=6/7
C007,I6JDOE9tKqo,ofZ3m43OEhE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1077.25,1122.25,8b00d496-85ec-4d3a-9069-99bfca38459a,0.44805,candidate_id=HC_d48cddc2c5fbec;bin=7/7
C006,I6JDOE9tKqo,vibQ-EObSx8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,174.95,219.95,150a29e2-bb53-46e2-989f-fc8dd592dfe8|4404fdd7-bf23-4b63-bc88-3a355cd8162e,0.4396,candidate_id=HC_552694bea2c404;bin=2/7
C006,I6JDOE9tKqo,vibQ-EObSx8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,544.033,591.905,852105a4-e8fe-4961-9a03-eb79063efa93|f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.906857,candidate_id=HC_3cae47e224db08;bin=4/7
C006,I6JDOE9tKqo,vibQ-EObSx8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,604.09,648.74,f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.996108,candidate_id=HC_d7491ff98eb8c8;bin=4/7
C006,I6JDOE9tKqo,vibQ-EObSx8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,927.324,970.204,80773fd4-835a-4ba9-b9c0-6ca441912ac3|30ca6830-788b-4898-a077-0a37f7739b71|4167361b-79d4-4cac-84bd-94163eca181b,0.607833,candidate_id=HC_0f658144f08e7f;bin=6/7
C006,I6JDOE9tKqo,vibQ-EObSx8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1077.25,1122.25,8b00d496-85ec-4d3a-9069-99bfca38459a,0.44805,candidate_id=HC_d48cddc2c5fbec;bin=7/7
C004,I6JDOE9tKqo,DZk-hdrQOx4,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,174.95,219.95,150a29e2-bb53-46e2-989f-fc8dd592dfe8|4404fdd7-bf23-4b63-bc88-3a355cd8162e,0.4396,candidate_id=HC_552694bea2c404;bin=2/7
C004,I6JDOE9tKqo,DZk-hdrQOx4,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,544.033,591.905,852105a4-e8fe-4961-9a03-eb79063efa93|f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.906857,candidate_id=HC_3cae47e224db08;bin=4/7
C004,I6JDOE9tKqo,DZk-hdrQOx4,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,604.09,648.74,f7a8cbeb-5672-4e67-b072-8df2516f7d1e|580e6bb1-87e7-464f-8002-d56f34907f4a,0.996108,candidate_id=HC_d7491ff98eb8c8;bin=4/7
C004,I6JDOE9tKqo,DZk-hdrQOx4,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,927.324,970.204,80773fd4-835a-4ba9-b9c0-6ca441912ac3|30ca6830-788b-4898-a077-0a37f7739b71|4167361b-79d4-4cac-84bd-94163eca181b,0.607833,candidate_id=HC_0f658144f08e7f;bin=6/7
C004,I6JDOE9tKqo,DZk-hdrQOx4,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1077.25,1122.25,8b00d496-85ec-4d3a-9069-99bfca38459a,0.44805,candidate_id=HC_d48cddc2c5fbec;bin=7/7
N033,IGa01C5Dg3k,ombDOp400Cg,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,124.125,169.125,5d73576f-062e-49f2-83bd-7645d9ccfa00|37deb6c1-3a11-45c9-9da4-95f999b76f3a,0.4166,candidate_id=HC_72840087f5638c;bin=1/6
N033,IGa01C5Dg3k,ombDOp400Cg,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,341.82,390.376,4c9521bf-d41d-4045-9b19-ae17d33b4edb,0.338287,candidate_id=HC_1f4f0d8a91886a;bin=3/6
N033,IGa01C5Dg3k,ombDOp400Cg,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,443.395,489.524,e8c26139-8c64-4152-8cba-38d2306163ca,0.727009,candidate_id=HC_b0934adf0c49c6;bin=3/6
N033,IGa01C5Dg3k,ombDOp400Cg,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,633.3,679.011,715632f4-dc38-4509-96d3-eea4f4de9b36|026fcb47-092a-4077-b011-9ecf22d72483|39d37e87-ebef-40b9-923e-e5b55744e10c,0.570157,candidate_id=HC_18c717890bd7d6;bin=5/6
N033,IGa01C5Dg3k,ombDOp400Cg,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,867.1,912.1,2864b958-061f-490b-bb02-e2d658223ddb,0.54375,candidate_id=HC_826aaf57ec3da1;bin=6/6
P011,JJBf0jCcfrQ,gRESmZMqlFA,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,299.45,344.406,77f55303-209f-498d-88b2-8f15ddb7aea3,0.999963,candidate_id=HC_ce8966fef869be;bin=2/7
P011,JJBf0jCcfrQ,gRESmZMqlFA,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,484.144,528.647,20816caa-19cd-4d92-be63-f3d468cbd8ce|b81dc1d0-bf78-4780-aa8d-eabe94603136,0.689336,candidate_id=HC_fba469c1e622f0;bin=3/7
P011,JJBf0jCcfrQ,gRESmZMqlFA,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,722.1,767.1,535c1d5d-11ed-4c65-ad9b-d9cbe88a2290|43e1e65b-0d58-4d9d-8a1b-2ecbb0bc12d3|ec2101e0-a094-49a3-ade3-91d76950ffbb,0.565,candidate_id=HC_1f0312dd695010;bin=5/7
P011,JJBf0jCcfrQ,gRESmZMqlFA,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,894.55,939.55,37867587-1767-40d5-8412-c16507255a89|afdffd6d-4097-4585-824e-d3be6787e630|cb4323c5-62d8-4ea1-98f9-de58c5bdd394|7ef10a2e-69d5-4a1f-ab97-fdb688bd3f0f,0.837,candidate_id=HC_dd4bfe75f558f3;bin=6/7
P011,JJBf0jCcfrQ,gRESmZMqlFA,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1209.5,1254.5,0725bf36-28c6-4dc8-a3cc-7a174d62fe12|0abaa1fe-f877-4376-9961-39d5ccf1e095,0.9475,candidate_id=HC_d7d4879743f48f;bin=7/7
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,215.87,264.63,ecb8248b-3df2-42a9-83ac-9ea4da094982,0.584517,candidate_id=HC_b898d4dbc50bb6;bin=2/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,287.725,332.725,544be96f-afad-42fc-8caa-010072317b1d,0.4374,candidate_id=HC_ef073f3434696b;bin=3/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,347.65,392.65,9ff685ef-1a3b-41fe-9bc2-eb34f5270bb8,0.408893,candidate_id=HC_b82a8854c35524;bin=3/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,487.875,532.875,ce7ab297-5a1c-41c2-8df1-dae9cb51521c|7e703caa-1b43-4b21-9efb-afb2a75e935d,0.7137,candidate_id=HC_31e50151896b8d;bin=4/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,640.51,688.26,fd986d61-881c-4735-b388-a635e2253de9,0.768808,candidate_id=HC_c0fc3c97173678;bin=5/5
G010,K71PqYJUQnI,KSZjCTgWnlE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,204.95,264.95,bd8b5cfa-f6cb-4cab-b8a3-9ca6840b1b3e|7982d8e2-fd19-4f03-94c5-a786aded6d09|a1e3b66f-afca-4b75-9a9f-14dbd9daf78e,0.591341,candidate_id=HC_3fa3db754ccdae;bin=2/5
G010,K71PqYJUQnI,KSZjCTgWnlE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,349.7,409.7,56e83a88-10f1-4ec0-80d2-3fb70c795653|0d8df222-a771-41d3-939d-acd742b02cc6|535d9301-d3dd-47d3-9663-3c5ded9299fd,0.880341,candidate_id=HC_44c71edaffc9c1;bin=3/5
G010,K71PqYJUQnI,KSZjCTgWnlE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,472.7,517.7,535d9301-d3dd-47d3-9663-3c5ded9299fd|e420a749-e443-4648-9f4e-5b1042c5405b|0d05a3b3-44d0-4d37-852f-6a3362fbd8ad,0.3022,candidate_id=HC_bba6872ae20cad;bin=4/5
G010,K71PqYJUQnI,KSZjCTgWnlE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,528.97,584.922,0d05a3b3-44d0-4d37-852f-6a3362fbd8ad|6b371c54-4fa7-4db6-a672-0ce6a7cdb272,0.774101,candidate_id=HC_82881661729da4;bin=4/5
G010,K71PqYJUQnI,KSZjCTgWnlE,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,727.389,784.34,ccd698e4-dcb5-4e93-9500-ea7d6b34e825|ac662318-699f-4073-a8cb-97840c05f2c9|4e1becf9-d484-423b-95e3-22057713105b|60a44aa5-b9cc-42a1-a006-ead225367069,0.83502,candidate_id=HC_075227aec091b0;bin=5/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,103.4,163.4,fb2b1610-9018-43df-aad5-51325ac5448f|de3a809d-b9b1-440b-9cac-46a7017374cc,0.409241,candidate_id=HC_45da71658be15c;bin=1/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,376.71,431.092,d8776c60-e4b2-46c0-8aab-ab1e387ec2a6|f253bcdd-7656-4c12-9842-c6cf18f36df1,0.659579,candidate_id=HC_cc93b2400620fc;bin=3/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,486.085,540.681,c09ec11d-c803-49f8-be28-8846c5d1d006|5fe3043b-ca84-4416-808a-b2aacb44d11e,0.659725,candidate_id=HC_5e44d68fe31ab0;bin=4/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,639.89,694.535,87814927-0016-4021-becd-bcb6af0cd53e,0.596008,candidate_id=HC_22497b5c79952a;bin=4/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,791.034,848.741,e3b53972-e6f3-415f-a204-35bf70e85149|4887f46e-7b8c-4304-a100-e5b9595ed12f,0.607154,candidate_id=HC_2842949acccd19;bin=5/5
N002,M5keW3grlrs,tZvEKvvkM_I,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,256.2,301.92,ee787af6-be2d-4315-8601-6f69ef2e8ed7|b7273bda-c139-4b08-946a-4162eb96d183,0.58715,candidate_id=HC_76f152c6c46ca0;bin=2/9
N002,M5keW3grlrs,tZvEKvvkM_I,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,604.515,648.9,9dd79056-34fe-4146-836d-dbe509891336|0ebd6d24-4257-4148-9f17-754eecd47ceb,0.716838,candidate_id=HC_193eefd8c4d72f;bin=4/9
N002,M5keW3grlrs,tZvEKvvkM_I,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,815.8,860.8,ad7d7eec-e893-4d52-b563-79c5c902e2b9,0.272147,candidate_id=HC_1aca37e26b4fca;bin=6/9
N002,M5keW3grlrs,tZvEKvvkM_I,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1044.05,1089.05,cd0b4e2b-22e2-43bb-b718-d661424dca85,0.755055,candidate_id=HC_9e0ecab97abd96;bin=7/9
N002,M5keW3grlrs,tZvEKvvkM_I,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1110.875,1155.875,cd0b4e2b-22e2-43bb-b718-d661424dca85|070e4837-9220-438d-9d80-9ff7a9a8985c,0.524973,candidate_id=HC_744692ed5837cb;bin=8/9
