pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,selected_scene_ids,confidence,notes
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,98.26,142.88,4d7563f6-2cf7-406e-aad0-70f7014b6ea4|9c3d30f4-e5fe-4f38-8b75-c69c0c6a9df2|e4dcff16-36dd-4c4b-b59e-c8a40c4102de|60ba2055-637d-4b72-acb7-89d05d427229,0.804183,source=b2_anchor;anchor_count=4;candidate_id=HC_5c1210845a0e4c;bin=2/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,190.364,235.2,b9fd6fe5-7d5b-4259-851e-b6874d1d4412|d51844df-ac48-43b9-a152-f11816af693c,0.727863,source=b2_anchor;anchor_count=4;candidate_id=HC_2485b7da8d3d66;bin=3/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,260.475,305.475,2c1b6c6e-9e7c-436d-a271-e376c32d4625|415dd284-e502-4ed9-910b-d5b2f316cca1|5a5a4875-cd81-4c74-8246-8145a2f497a6,0.735,source=b2_anchor;anchor_count=4;candidate_id=HC_5e4264a266052e;bin=4/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,333.9,378.9,6f04be4c-afb8-46c8-8c69-be6ad2107043|4536553a-e376-4618-ba28-d37d95455df2|846f2683-c2e3-4876-8969-503cc99438f5,0.7059,source=b2_anchor;anchor_count=4;candidate_id=HC_e444fcf88d9855;bin=5/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,364.243,408.69,,0.818454,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_4067343c4b7d74;bin=5/5;intrinsic=1.000000;candidate_prior=0.757939;judge_weight=0.25
G008,oIq0h5_FZAw,nLcsPfFQwdM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,128.8,173.8,879685ac-1c10-4b92-89fd-809a077e2b54|482ec578-94e9-4360-bb00-259864b6c583,0.9475,source=b2_anchor;anchor_count=4;candidate_id=HC_55b9f29d267058;bin=2/5
G008,oIq0h5_FZAw,nLcsPfFQwdM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,216.55,258.8,8d7f9e13-b1ec-41fe-9467-6468239e04bf|d6dd9dd5-aa91-48ee-a77e-a6c82781470c,0.657708,source=b2_anchor;anchor_count=4;candidate_id=HC_dbe858dd353f49;bin=3/5
G008,oIq0h5_FZAw,nLcsPfFQwdM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,300.25,345.25,8724e108-f33c-462f-ace1-7b2a6cbca4fe|1d4a585f-a1fa-45ed-b538-3831d0dc6364|d66e2c61-d6e5-4353-aacc-a3590d7ab2f7,0.7605,source=b2_anchor;anchor_count=4;candidate_id=HC_92a3ac7fc30f37;bin=4/5
G008,oIq0h5_FZAw,nLcsPfFQwdM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,379.5,424.5,1d4a585f-a1fa-45ed-b538-3831d0dc6364|d66e2c61-d6e5-4353-aacc-a3590d7ab2f7|f8151888-d406-4779-ac47-f75b32301589|deec1ef6-cdc4-45f0-8e52-2b08146c9f12,0.7605,source=b2_anchor;anchor_count=4;candidate_id=HC_ad1aa9ff8cc6c9;bin=4/5
G008,oIq0h5_FZAw,nLcsPfFQwdM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,0.0,44.202,,0.993126,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_e8907b4148bd7f;bin=1/5;intrinsic=1.000000;candidate_prior=0.990835;judge_weight=0.25
G011,yk3hY55W9nE,PsHAqiAIqEA,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,215.542,270.489,0db2cdd3-595a-4124-8361-fbf7171118ca|18dba4c0-f493-4a30-ba51-08a5715c92ed,0.659964,source=b2_anchor;anchor_count=4;candidate_id=HC_3aa4ea329d0e91;bin=2/9
G011,yk3hY55W9nE,PsHAqiAIqEA,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,573.35,633.35,951deb88-ac25-4823-8bb0-270d4b70f4c8|6304f7c2-73c4-4240-8cea-b93858696d4a,0.604091,source=b2_anchor;anchor_count=4;candidate_id=HC_1a832a66e70129;bin=4/9
G011,yk3hY55W9nE,PsHAqiAIqEA,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,797.85,853.805,3953afae-cdac-49d5-a311-a729cd7e209b|96400052-8c04-40a8-87e1-adc18ea5ac77|73458198-7d3e-41bc-95e4-717959b37e86,0.528849,source=b2_anchor;anchor_count=4;candidate_id=HC_c3315d43e9a590;bin=5/9
G011,yk3hY55W9nE,PsHAqiAIqEA,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,1113.09,1167.939,3aa2d4f2-6b6b-4661-9189-54945297283d|e12e93da-9cc9-4cc4-b8d4-3d70e313d054,0.659897,source=b2_anchor;anchor_count=4;candidate_id=HC_d16f2a3a770f16;bin=7/9
G011,yk3hY55W9nE,PsHAqiAIqEA,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,1399.2,1459.2,,0.888093,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_85aa6d6c19577e;bin=5/5;intrinsic=0.962500;candidate_prior=0.863291;judge_weight=0.25
G013,nVJIIWdwx60,viIvggdLF5s,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,199.61,253.484,57664713-c683-441e-a50d-2404964ce598|b01daeae-43c6-40a6-ae45-347a0e49a02f,0.735732,source=b2_anchor;anchor_count=4;candidate_id=HC_bfa7afa0f44c0f;bin=2/10
G013,nVJIIWdwx60,viIvggdLF5s,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,686.63,741.45,f9a0abf6-a68e-4130-998b-3191bf3f4fd8|090736a4-0cd0-419c-8b55-4dae52b5780a,0.838377,source=b2_anchor;anchor_count=4;candidate_id=HC_58d61e90b0e839;bin=5/10
G013,nVJIIWdwx60,viIvggdLF5s,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,854.717,910.234,7d6bfb7c-d712-4ffb-a7d5-98d4c9b72221|bdd265ce-2c83-4afd-931d-f2561ee78666,0.723397,source=b2_anchor;anchor_count=4;candidate_id=HC_d2ee7277430951;bin=6/10
G013,nVJIIWdwx60,viIvggdLF5s,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,1041.349,1096.213,b4648b42-1dae-4373-90f0-a3fb0112a0fb,0.656907,source=b2_anchor;anchor_count=4;candidate_id=HC_4281c3ddf89d48;bin=7/10
G013,nVJIIWdwx60,viIvggdLF5s,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,540.978,597.876,,0.74403,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_7406224683d651;bin=2/5;intrinsic=1.000000;candidate_prior=0.658706;judge_weight=0.25
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,179.53,235.255,ed88fd4a-c2a7-4d18-abe5-6f2fa3d831fd|103df238-e900-47f2-ad54-db7d52234bca,0.723256,source=b2_anchor;anchor_count=4;candidate_id=HC_6b00b4b86880f7;bin=2/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,670.045,724.631,f59a99e1-cf94-48a5-831d-885e905f7ab4|f37fa844-f176-4895-af5d-40cdb89ee5a1,0.999718,source=b2_anchor;anchor_count=4;candidate_id=HC_0cbea3a3d090c7;bin=5/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,866.802,922.61,b5c00600-3d75-4741-943a-11bab17a6590|0408bcf3-b219-4164-b52b-43dcf51d21bf,0.735949,source=b2_anchor;anchor_count=4;candidate_id=HC_3e3084f3b4c822;bin=6/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,1081.6,1128.1,62ef412b-d11e-4dea-bf5e-d6a6e7d4c918|db375057-2d2c-45f1-b650-f8f7752c66a3,0.630805,source=b2_anchor;anchor_count=4;candidate_id=HC_a22eca85e9d721;bin=7/9
G016,D-xlw07rGEM,ub9-c5PlBIY,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,1329.869,1384.172,,0.689244,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_a2ab4016921e4a;bin=5/5;intrinsic=0.800000;candidate_prior=0.652325;judge_weight=0.25
G019,rORE8KqiWQw,aTUXCOVmf3I,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,245.156,290.4,77274ffa-72ee-4d69-b345-2627ae467eb8|e4b68a1b-b973-4fbb-8056-67c2fe93c34c,0.727797,source=b2_anchor;anchor_count=4;candidate_id=HC_4fea3b9a62c72e;bin=2/5
G019,rORE8KqiWQw,aTUXCOVmf3I,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,348.0,393.0,28d7c483-c262-4830-bd62-7c36cc880eab,0.69885,source=b2_anchor;anchor_count=4;candidate_id=HC_005f6731193102;bin=3/5
G019,rORE8KqiWQw,aTUXCOVmf3I,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,515.3,560.3,ce98a042-c83e-4abb-b973-98e7d84d8cbe|59163bf7-9f8a-4d43-a7f0-dbdeba404a57,0.6712,source=b2_anchor;anchor_count=4;candidate_id=HC_120f6562de782f;bin=4/5
G019,rORE8KqiWQw,aTUXCOVmf3I,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,625.725,670.725,fe4d59a2-baa7-4442-98f0-0df9455b063f,0.53735,source=b2_anchor;anchor_count=4;candidate_id=HC_aa4a67158474dd;bin=4/5
G019,rORE8KqiWQw,aTUXCOVmf3I,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,43.8,88.8,,0.799175,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_39cbb76bb7a463;bin=1/5;intrinsic=0.875000;candidate_prior=0.773900;judge_weight=0.25
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,103.4,163.4,fb2b1610-9018-43df-aad5-51325ac5448f|de3a809d-b9b1-440b-9cac-46a7017374cc,0.409241,source=b2_anchor;anchor_count=4;candidate_id=HC_45da71658be15c;bin=1/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,376.71,431.092,d8776c60-e4b2-46c0-8aab-ab1e387ec2a6|f253bcdd-7656-4c12-9842-c6cf18f36df1,0.659579,source=b2_anchor;anchor_count=4;candidate_id=HC_cc93b2400620fc;bin=3/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,486.085,540.681,c09ec11d-c803-49f8-be28-8846c5d1d006|5fe3043b-ca84-4416-808a-b2aacb44d11e,0.659725,source=b2_anchor;anchor_count=4;candidate_id=HC_5e44d68fe31ab0;bin=4/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,639.89,694.535,87814927-0016-4021-becd-bcb6af0cd53e,0.596008,source=b2_anchor;anchor_count=4;candidate_id=HC_22497b5c79952a;bin=4/5
G020,KHzVHQipZCg,5HZFbXpM8wM,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,289.19,333.5,,0.698908,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_ef65e4d363cd49;bin=2/5;intrinsic=0.837500;candidate_prior=0.652711;judge_weight=0.25
G021,C8qoM6yN4OU,LPRH42Hc9Ko,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,106.475,151.475,0915bb76-d553-405d-ace9-3141ed3ec769|c5ed39b6-c071-4765-9aa1-de4d705faf2d|b1752e82-4a8a-48db-a439-85cd5dc8e406,0.6385,source=b2_anchor;anchor_count=4;candidate_id=HC_53b7188b389401;bin=1/6
G021,C8qoM6yN4OU,LPRH42Hc9Ko,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,277.31,322.32,b7b9e2c3-1827-4991-938a-12368421fca5|5887d77c-0858-49a3-a813-83319f6188a0,0.693992,source=b2_anchor;anchor_count=4;candidate_id=HC_8392c21d777e5b;bin=2/6
G021,C8qoM6yN4OU,LPRH42Hc9Ko,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,476.5,521.5,c134551d-0bcd-4178-b6d5-74e266e30b1e|58f5cdd1-2034-49a4-a29b-6aac7d0e286c|26d20062-fd83-447a-9f83-696fd6ad9fe8,0.62445,source=b2_anchor;anchor_count=4;candidate_id=HC_ff7aa03faf5874;bin=4/6
G021,C8qoM6yN4OU,LPRH42Hc9Ko,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,685.29,730.445,ae4e4a15-2cdc-4b2e-9633-7792acb4bb60,0.686621,source=b2_anchor;anchor_count=4;candidate_id=HC_1a34d11fd83b43;bin=5/6
G021,C8qoM6yN4OU,LPRH42Hc9Ko,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,445.755,491.284,,0.683094,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_04c430dea84378;bin=3/5;intrinsic=0.662500;candidate_prior=0.689959;judge_weight=0.25
G022,mverbGxXN0M,YmMJrhU3NZE,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,167.686,213.095,03f07b8f-b3c3-442a-9874-27153a0a94ac|0592c42a-171d-406a-9370-ad30e49819d9,0.914659,source=b2_anchor;anchor_count=4;candidate_id=HC_2fc8cfb1948143;bin=2/5
G022,mverbGxXN0M,YmMJrhU3NZE,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,361.34,406.191,e1f83db1-9791-4173-b57f-6fbc8673afe6,0.948876,source=b2_anchor;anchor_count=4;candidate_id=HC_f9e999e3095045;bin=3/5
G022,mverbGxXN0M,YmMJrhU3NZE,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,452.0,497.0,4540c300-a731-47cb-9564-e6d4c370daaf|93406183-2d2c-4707-af0d-a03701ab7cef,0.77955,source=b2_anchor;anchor_count=4;candidate_id=HC_d94b503648cbe7;bin=3/5
G022,mverbGxXN0M,YmMJrhU3NZE,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,643.5,688.5,a0e0d064-2eeb-49cf-a1eb-1d07808fed98|3daad452-2488-468c-ad58-60d60aca8dee,0.9475,source=b2_anchor;anchor_count=4;candidate_id=HC_fe97df31ee4630;bin=4/5
G022,mverbGxXN0M,YmMJrhU3NZE,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,333.054,377.98,,0.967391,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_69693e470c66ea;bin=3/5;intrinsic=0.912500;candidate_prior=0.985688;judge_weight=0.25
G023,81i9AucS92M,nXeoxjbSrcg,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,128.375,173.375,25441b9c-bd9b-403d-89e5-384db2ff9884,0.701,source=b2_anchor;anchor_count=4;candidate_id=HC_449b000632e77c;bin=1/6
G023,81i9AucS92M,nXeoxjbSrcg,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,385.525,430.525,18137636-e8f5-4900-8219-20056b01965e|4b9c65fd-7c74-4d28-b194-2767ff5137db|fe51164b-a4a5-43e6-b586-e8e8263887d4,0.46725,source=b2_anchor;anchor_count=4;candidate_id=HC_ca0215299c4914;bin=3/6
G023,81i9AucS92M,nXeoxjbSrcg,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,477.025,522.025,e279c121-477b-4c86-b395-cfa7e34ef486,0.6415,source=b2_anchor;anchor_count=4;candidate_id=HC_3cdfcce156451f;bin=4/6
G023,81i9AucS92M,nXeoxjbSrcg,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,609.35,654.35,bb994ae1-87c6-4f48-a26b-c9bbc5219e50|29f1508c-7997-4dd8-93f7-8acb1d9010bd,0.7775,source=b2_anchor;anchor_count=4;candidate_id=HC_91b28baff7f04d;bin=5/6
G023,81i9AucS92M,nXeoxjbSrcg,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,827.9,872.9,,0.777625,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_1451db5853ef6e;bin=5/5;intrinsic=0.625000;candidate_prior=0.828500;judge_weight=0.25
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,215.87,264.63,ecb8248b-3df2-42a9-83ac-9ea4da094982,0.584517,source=b2_anchor;anchor_count=4;candidate_id=HC_b898d4dbc50bb6;bin=2/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,287.725,332.725,544be96f-afad-42fc-8caa-010072317b1d,0.4374,source=b2_anchor;anchor_count=4;candidate_id=HC_ef073f3434696b;bin=3/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,347.65,392.65,9ff685ef-1a3b-41fe-9bc2-eb34f5270bb8,0.408893,source=b2_anchor;anchor_count=4;candidate_id=HC_b82a8854c35524;bin=3/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,487.875,532.875,ce7ab297-5a1c-41c2-8df1-dae9cb51521c|7e703caa-1b43-4b21-9efb-afb2a75e935d,0.7137,source=b2_anchor;anchor_count=4;candidate_id=HC_31e50151896b8d;bin=4/5
G027,K3jHdrfM6l4,e1D9hyrtyek,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,640.51,688.26,,0.795356,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_c0fc3c97173678;bin=5/5;intrinsic=0.875000;candidate_prior=0.768808;judge_weight=0.25
G028,pH_LU8mMXqU,vkjmsyrvRDI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,114.94,160.56,6f5297ce-8b75-4dbb-8a47-b6a151d133c4|568a28d8-4c14-4f2f-bfc6-6bd8f45f4600,0.752983,source=b2_anchor;anchor_count=4;candidate_id=HC_3d2253c3bc03b6;bin=1/6
G028,pH_LU8mMXqU,vkjmsyrvRDI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,343.4,388.4,ae755e42-b6f9-49d2-82cb-7823132a5ece|699b14ee-d498-4cf0-83c2-f720e4753e78,0.2751,source=b2_anchor;anchor_count=4;candidate_id=HC_b5ea174e24e342;bin=3/6
