"candidate_id","long_video_id","long_video_url","start_sec","end_sec","start_time","end_time","duration_sec","source_system","source_run_id","source_rank","pair_id","short_video_id","short_video_url","short_views","short_likes","channel_name","channel_performance_percentile","label_confidence","mapping_confidence","performance_evidence_status","labeling_rule_version","source_notes","dataset_split","evaluation_role","performance_label","alignment_status","short_like_rate","short_duration_sec","upload_date","stats_snapshot_date","candidate_rank_in_channel","shorts_native_suspect","percentile_source","alignment_policy_version","short_duration_source","gold_span_start_sec","gold_span_end_sec","gold_span_duration_sec","span_ratio","gold_segments_json","segments_available","segment_ratio","segment_count","segment_direction","omitted_sec","ratio_status","ratio_review_flag","alignment_classification_v3","classification_basis","verification_status","verification_reason","next_action","legacy_alignment_status","legacy_mapping_confidence","timestamp_method","timestamp_confidence","usable_for_gold","observed_source_span_start_sec","observed_source_span_end_sec","short_title_yt","long_title_yt","youtube_metadata_source","youtube_metadata_snapshot_date","channel_name_raw"
"C_0b43250c3fb13b","NS7tSrMrWsc","https://www.youtube.com/watch?v=NS7tSrMrWsc","1271","1329","21:11.0","22:09.0","58","gold","published_short_gold","1","P005","QEpr_lLWw-0","https://www.youtube.com/shorts/QEpr_lLWw-0","925188","10810","안원잘부","19","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","사용자 라벨: 원본 21:11-22:09; channel_percentile=19.0; stats_as_of=2026-07-21; stats_source=youtube_public_page; cohort_n=50","pilot","gold","neg","light_edit","","39","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","1271","1329","58","1.4872","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"C_1974865883eee0","bvUS-ri9nqQ","https://www.youtube.com/watch?v=bvUS-ri9nqQ","807","903","13:27","15:03","96","selected_replacement","user_approved_bounded_edit_v4_2026-07-23","","P001","p64_9aBYqLk","https://www.youtube.com/shorts/p64_9aBYqLk","9347990","129729","안원잘부","100","high","high","short_verified_and_user_approved_bounded_mapping","channel_percentile_v1_alignment_v4_bounded_edit","User-approved bounded multi-cut replacement. The 69-second Short is contained in 13:27-15:03; 27 seconds are omitted within the 96-second source span.","pilot","gold","pos","light_edit","0.01387774","69","20260308","2026-07-23","1","false","youtube_channel_flat_playlist:https://www.youtube.com/channel/UCWpY0eSJtyO-qNAPbKFRSSg/shorts","yt_dlp_timestamp_pipeline_v4_user_bounded_edit","youtube_metadata_yt_dlp","807","903","96","0.71875","","no","0.71875","","forward_within_bounded_span","27","accepted_by_user_bounded_edit_policy","no","light_edit","user_supplied_bounded_span_manual_review","verified_usable_user_approved","69-second Short is contained in a 96-second source span; 27 seconds omitted and manually accepted.","include_in_gold_dataset","heavy_edit","high","manual_user_verified_span_with_yt_dlp","high","yes","807","903","머리가 이게 뭐야","갸루 출신 일본인에게 일본어 배우기","yt_dlp","2026-07-23","안녕하세요원이입니다잘부탁드립니다"
"C_f042310a37676d","GQSSLlBKeSE","https://www.youtube.com/watch?v=GQSSLlBKeSE","188.360","246.959","03:08.360","04:06.959","58.599","selected_replacement","selected_replacements_v3_2026-07-23","","G014","MYmi2EX3Z_c","https://www.youtube.com/shorts/MYmi2EX3Z_c","18470460","341545","OOTB","99.8","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for 2oG9HS1szAU; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_subtitle_alignment; Original Korean captions aligned with full coverage and one ordered segment.","main","gold","pos","continuous","0.01849142","55","20230501","2026-07-23","2","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","188.360","246.959","58.599","1.0654","","no","","","","","accepted_by_alignment_policy","no","continuous","selected_replacement_requires_longform_mapping","verified_usable","Original Korean captions aligned with full coverage and one ordered segment.","include_in_gold_dataset","heavy_edit","high","yt_dlp_subtitle_alignment","high","yes","188.360","246.959","야생의 서울대 의대생(이)가 나타났다","[EN] 연예인과 일하는 학과 [성균관대 미디어커뮤니케이션학과] | 전과자 ep.21","yt_dlp","2026-07-23","ootb STUDIO"
"C_277bc53c8216bf","Or3vsBijlJg","https://www.youtube.com/watch?v=Or3vsBijlJg","283","298","04:43.0","04:58.0","15","gold","published_short_gold","1","C005","IGVvKsj3OYI","https://www.youtube.com/shorts/IGVvKsj3OYI","11000","199","워크맨","0.2","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","program=월클맨; 채널내백분위=0.2; 대조군(Judge검증용,메인평가제외)","control","gold","neg","continuous","","17","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","283","298","15","0.8824","","no","","","","","needs_review_below_0.9","yes","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
"C_6574c6dcadb057","OrCOflk2QmQ","https://www.youtube.com/watch?v=OrCOflk2QmQ","849","894","14:09.0","14:54.0","45","gold","published_short_gold","1","P010","Djc2pShwxpI","https://www.youtube.com/shorts/Djc2pShwxpI","5407518","120512","안원잘부","89","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","사용자 라벨: 원본 14:09-14:54; channel_percentile=89.0; stats_as_of=2026-07-21; stats_source=youtube_public_page; cohort_n=50","pilot","gold","pos","missing_subtitle","","47","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","849","894","45","0.9574","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","missing_subtitle","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"C_8c5c28ef7a8d25","JJBf0jCcfrQ","https://www.youtube.com/watch?v=JJBf0jCcfrQ","338.919","395.280","05:38.919","06:35.280","56.361","selected_replacement","selected_replacements_v3_2026-07-23","","P011","gRESmZMqlFA","https://www.youtube.com/shorts/gRESmZMqlFA","4681404","63651","안원잘부","84.3","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for jcjUlRUDya4; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_subtitle_alignment; Original Korean captions aligned with full coverage across two nearby forward segments.","pilot","gold","pos","light_edit","0.01359656","42","20260530","2026-07-23","3","FALSE","youtube_channel_flat_playlist:https://www.youtube.com/channel/UCWpY0eSJtyO-qNAPbKFRSSg/shorts","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","338.919","395.280","56.361","1.3419","","no","","","","","accepted_by_alignment_policy","no","light_edit","selected_replacement_requires_longform_mapping","verified_usable","Original Korean captions aligned with full coverage across two nearby forward segments.","include_in_gold_dataset","continuous","high","yt_dlp_subtitle_alignment","high","yes","338.919","395.280","고윤정이 2명","떡상 전 성수나들이 (사투리2편)","yt_dlp","2026-07-23","안녕하세요원이입니다잘부탁드립니다"
"C_51631ee0d10b8f","P8RmTGNoPl0","https://www.youtube.com/watch?v=P8RmTGNoPl0","832","857","13:52.0","14:17.0","25","gold","published_short_gold","1","G025","AqnexsQ9Aks","https://www.youtube.com/shorts/AqnexsQ9Aks","4000000","53462","워크맨","99.2","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=99.2","main","gold","pos","continuous","","26","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","832","857","25","0.9615","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
"C_879979b2321b5f","PbUlNGCqBVw","https://www.youtube.com/watch?v=PbUlNGCqBVw","196","236","03:16.0","03:56.0","40","gold","published_short_gold","1","G001","OnfYDOBjYfM","https://www.youtube.com/shorts/OnfYDOBjYfM","11000000","104612","숏박스","98.2","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=98.2","main","gold","pos","continuous","","41","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","196","236","40","0.9756","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_e5bcd62c9f9138","UA2YeCJTSjk","https://www.youtube.com/watch?v=UA2YeCJTSjk","436","479","07:16.0","07:59.0","43","gold","published_short_gold","1","C003","wILE8SzU0j8","https://www.youtube.com/shorts/wILE8SzU0j8","296000","2026","숏박스","7.3","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=7.3; 대조군(Judge검증용,메인평가제외)","control","gold","neg","heavy_edit","","46","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","436","479","43","0.9348","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","heavy_edit","high","","","","","","","","","","숏박스"
"C_91c20977c59e59","cJiYXnMtYl0","https://www.youtube.com/watch?v=cJiYXnMtYl0","222","270","03:42.0","04:30.0","48","gold","published_short_gold","1","G005","1IDEwu4Jvxw","https://www.youtube.com/shorts/1IDEwu4Jvxw","6900000","63512","숏박스","90.9","medium","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","링크는 없는데 직접 찾아서 넣음; 채널내백분위=90.9","main","gold","pos","continuous","","49","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","222","270","48","0.9796","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","medium","","","","","","","","","","숏박스"
"C_d70e255b7746be","fwBGVX5NbsA","https://www.youtube.com/watch?v=fwBGVX5NbsA","283","316","04:43.0","05:16.0","33","gold","published_short_gold","1","C002","jVGs8Mt8F0U","https://www.youtube.com/shorts/jVGs8Mt8F0U","282000","2524","숏박스","5.5","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=5.5; 대조군(Judge검증용,메인평가제외)","control","gold","neg","continuous","","35","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","283","316","33","0.9429","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_d9d4159e044eb1","gfry8D88Sv0","https://www.youtube.com/watch?v=gfry8D88Sv0","246","310","04:06.0","05:10.0","64","gold","published_short_gold","1","C001","BPwNUORUCOI","https://www.youtube.com/shorts/BPwNUORUCOI","234000","1665","숏박스","3.6","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","ppl; 채널내백분위=3.6; 대조군(Judge검증용,메인평가제외)","control","gold","neg","continuous","","66","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","246","310","64","0.9697","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_87c2f9c2d22522","Nzvzpg0i78Y","https://www.youtube.com/watch?v=Nzvzpg0i78Y","1043.000","1095.000","17:23.000","18:15.000","52.0","selected_replacement","selected_replacements_v3_2026-07-23","","G009","VuzTI2xk3-I","https://www.youtube.com/shorts/VuzTI2xk3-I","15903158","311128","피식대학","99.9","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for 8QmzdjiuBPo; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_visual_frame_alignment; Subtitle languages were incompatible; visual matches followed one ordered source span with brief omissions.","main","gold","pos","light_edit","0.01956391","51","20231204","2026-07-23","2","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","1043.000","1095.000","52.0","1.0196","","no","","","","","accepted_by_alignment_policy","no","light_edit","selected_replacement_requires_longform_mapping","verified_usable","Subtitle languages were incompatible; visual matches followed one ordered source span with brief omissions.","include_in_gold_dataset","missing_subtitle","low","yt_dlp_visual_frame_alignment","high","yes","1043.000","1095.000","전종서 고백 참기","[한글자막] 전종서에게 연애하는 법을 묻다","yt_dlp","2026-07-23","피식대학Psick Univ"
"C_76b243cf4e837e","heifaIjlSUc","https://www.youtube.com/watch?v=heifaIjlSUc","619","664","10:19.0","11:04.0","45","gold","published_short_gold","1","P007","lIqwLsFw3LQ","https://www.youtube.com/shorts/lIqwLsFw3LQ","6925333","120721","안원잘부","97","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","사용자 라벨: 원본 10:19-11:04; channel_percentile=97.0; stats_as_of=2026-07-21; stats_source=youtube_public_page; cohort_n=50","pilot","gold","pos","continuous","","37","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","619","664","45","1.2162","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"C_e7a853d9f03b80","heifaIjlSUc","https://www.youtube.com/watch?v=heifaIjlSUc","355","397","05:55.0","06:37.0","42","gold","published_short_gold","1","P008","9lZ49H7koy8","https://www.youtube.com/shorts/9lZ49H7koy8","598385","8359","안원잘부","7","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","사용자 라벨: 원본 5:55-6:37; channel_percentile=7.0; stats_as_of=2026-07-21; stats_source=youtube_public_page; cohort_n=50","pilot","gold","neg","heavy_edit","","41","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","355","397","42","1.0244","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","heavy_edit","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"C_07a9c5cab9d574","iEr0A1pBMKA","https://www.youtube.com/watch?v=iEr0A1pBMKA","287","343","04:47.0","05:43.0","56","gold","published_short_gold","1","G004","8RHTeRZyAms","https://www.youtube.com/shorts/8RHTeRZyAms","8000000","83056","숏박스","93.6","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=93.6","main","gold","pos","continuous","","58","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","287","343","56","0.9655","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_b9080a45fa3455","kqp0SX08Vgo","https://www.youtube.com/watch?v=kqp0SX08Vgo","372","404","06:12.0","06:44.0","32","gold","published_short_gold","1","G003","SanCfrgd-CM","https://www.youtube.com/shorts/SanCfrgd-CM","8000000","68494","숏박스","93.6","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=93.6","main","gold","pos","continuous","","33","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","372","404","32","0.9697","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_8bcb45246410f1","d8W9nAukh4U","https://www.youtube.com/watch?v=d8W9nAukh4U","180.480","225.200","03:00.480","03:45.200","44.72","selected_replacement","selected_replacements_v3_2026-07-23","","G002","447MOrMHk40","https://www.youtube.com/shorts/447MOrMHk40","3505135","34112","숏박스","80","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for gQ-nHlRHDaE; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_subtitle_alignment; Original Korean captions aligned with full coverage and one ordered segment.","main","gold","pos","continuous","0.00973201","45","20260208","2026-07-23","4","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","180.480","225.200","44.72","0.9938","","no","","","","","accepted_by_alignment_policy","no","continuous","selected_replacement_requires_longform_mapping","verified_usable","Original Korean captions aligned with full coverage and one ordered segment.","include_in_gold_dataset","heavy_edit","high","yt_dlp_subtitle_alignment","high","yes","180.480","225.200","예민 진세","조용히 좀 해주세요","yt_dlp","2026-07-23","숏박스"
"C_c42679c7b946fc","AeVP4dzq174","https://www.youtube.com/watch?v=AeVP4dzq174","72.240","110.320","01:12.240","01:50.320","38.08","selected_replacement","selected_replacements_v3_2026-07-23","","G006","2hS55U-AMAQ","https://www.youtube.com/shorts/2hS55U-AMAQ","12335971","112564","숏박스","100","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for ytkvihe5k1Q; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_source_discovery_and_subtitle_alignment; Missing long-form was identified as 병문안 and aligned with full coverage.","main","gold","pos","continuous","0.00912486","37","20260114","2026-07-23","1","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","72.240","110.320","38.08","1.0292","","no","","","","","accepted_by_alignment_policy","no","continuous","selected_replacement_requires_longform_mapping","verified_usable","Missing long-form was identified as 병문안 and aligned with full coverage.","include_in_gold_dataset","insufficient_alignment","high","yt_dlp_source_discovery_and_subtitle_alignment","high","yes","72.240","110.320","아 귀찮게 하지마","병문안","yt_dlp","2026-07-23","숏박스"
"C_c1def9e8a32e4a","mverbGxXN0M","https://www.youtube.com/watch?v=mverbGxXN0M","667","700","11:07.0","11:40.0","33","gold","published_short_gold","1","G022","YmMJrhU3NZE","https://www.youtube.com/shorts/YmMJrhU3NZE","4900000","51277","워크맨","99.5","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=99.5","main","gold","pos","continuous","","33","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","667","700","33","1","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
