pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,pred_duration_sec,gold_start_sec,gold_end_sec,gold_duration_sec,overlap_sec,gold_coverage,temporal_iou,start_error_sec,end_error_sec,center_error_sec,length_score,start_score,core_hit,tight_hit,final_score,selected_scene_ids,confidence,notes
G021,C8qoM6yN4OU,LPRH42Hc9Ko,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,1,277.31,322.32,45.00999999999999,292.0,306.0,14.0,14.0,1.0,0.31104199066874033,14.689999999999998,16.319999999999993,0.8149999999999977,0.31104199066874033,0.0,True,True,57.44167962674961,b7b9e2c3-1827-4991-938a-12368421fca5|5887d77c-0858-49a3-a813-83319f6188a0,5,candidate_id=C8qoM6yN4OU_cand_02; detected_language=ko; detected_genre=variety_vlog; original_start=277.31; original_end=322.32; adjusted=False; 브리스킷 지방 제거와 관련된 유쾌한 대화가 있어 시청자의 흥미를 끌 수 있다.
G021,C8qoM6yN4OU,LPRH42Hc9Ko,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,2,106.475,151.475,45.0,292.0,306.0,14.0,0.0,0.0,0.0,185.525,154.525,170.025,0.3111111111111111,0.0,False,False,3.111111111111111,0915bb76-d553-405d-ace9-3141ed3ec769|c5ed39b6-c071-4765-9aa1-de4d705faf2d|b1752e82-4a8a-48db-a439-85cd5dc8e406,4,candidate_id=C8qoM6yN4OU_cand_01; detected_language=ko; detected_genre=variety_vlog; original_start=106.475; original_end=151.475; adjusted=False; 바비큐 조리 과정에 대한 설명과 대화가 자연스럽고 흥미롭다.
G021,C8qoM6yN4OU,LPRH42Hc9Ko,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,3,476.5,521.5,45.0,292.0,306.0,14.0,0.0,0.0,0.0,184.5,215.5,200.0,0.3111111111111111,0.0,False,False,3.111111111111111,c134551d-0bcd-4178-b6d5-74e266e30b1e|58f5cdd1-2034-49a4-a29b-6aac7d0e286c|26d20062-fd83-447a-9f83-696fd6ad9fe8,4,candidate_id=C8qoM6yN4OU_cand_03; detected_language=ko; detected_genre=variety_vlog; original_start=476.5; original_end=521.5; adjusted=False; 양배추를 버무리는 장면이 재미있고 시청자의 호기심을 자극할 수 있다.
G021,C8qoM6yN4OU,LPRH42Hc9Ko,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,4,685.29,730.445,45.155000000000086,292.0,306.0,14.0,0.0,0.0,0.0,393.28999999999996,424.44500000000005,408.86750000000006,0.31004318458642394,0.0,False,False,3.1004318458642395,ae4e4a15-2cdc-4b2e-9633-7792acb4bb60,4,candidate_id=C8qoM6yN4OU_cand_04; detected_language=ko; detected_genre=variety_vlog; original_start=685.29; original_end=730.445; adjusted=False; 메뉴 설명과 손님과의 대화가 즐거운 분위기를 만들어 시청자의 관심을 끌 수 있다.
G021,C8qoM6yN4OU,LPRH42Hc9Ko,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,5,778.9,823.9,45.0,292.0,306.0,14.0,0.0,0.0,0.0,486.9,517.9,502.4,0.3111111111111111,0.0,False,False,3.111111111111111,1fbdc7f6-7155-49b6-878c-ee1f78ecc1b1|79768bc5-06ba-4a5e-b2eb-05c3424f9699|b9f9fe1d-4261-4f6a-a441-5685ddb4e8be,4,candidate_id=C8qoM6yN4OU_cand_05; detected_language=ko; detected_genre=variety_vlog; original_start=778.9; original_end=823.9; adjusted=False; 바비큐를 먹으며 광고 제안에 당황하는 모습이 유머러스하고 흥미롭다.
G016,D-xlw07rGEM,ub9-c5PlBIY,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,1,670.045,724.631,54.58600000000001,1329.0,1398.0,69.0,0.0,0.0,0.0,658.955,673.369,666.162,0.7911014492753625,0.0,False,False,7.911014492753626,f59a99e1-cf94-48a5-831d-885e905f7ab4|f37fa844-f176-4895-af5d-40cdb89ee5a1,5,"candidate_id=D-xlw07rGEM_cand_02; detected_language=ko; detected_genre=variety_vlog; original_start=670.045; original_end=724.631; adjusted=False; 교수와 학생 간의 열띤 토론으로 흥미롭고, 주제가 명확해 시청자가 쉽게 이해할 수 있다."
G016,D-xlw07rGEM,ub9-c5PlBIY,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,2,866.802,922.61,55.80799999999999,1329.0,1398.0,69.0,0.0,0.0,0.0,462.198,475.39,468.794,0.8088115942028985,0.0,False,False,8.088115942028985,b5c00600-3d75-4741-943a-11bab17a6590|0408bcf3-b219-4164-b52b-43dcf51d21bf,4,"candidate_id=D-xlw07rGEM_cand_03; detected_language=ko; detected_genre=variety_vlog; original_start=866.802; original_end=922.61; adjusted=False; 유쾌한 대화와 자소서 팁이 잘 어우러져 있어, 시청자에게 유익하고 재미있다."
G016,D-xlw07rGEM,ub9-c5PlBIY,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,3,179.53,235.255,55.724999999999994,1329.0,1398.0,69.0,0.0,0.0,0.0,1149.47,1162.745,1156.1075,0.8076086956521739,0.0,False,False,8.076086956521738,ed88fd4a-c2a7-4d18-abe5-6f2fa3d831fd|103df238-e900-47f2-ad54-db7d52234bca,4,"candidate_id=D-xlw07rGEM_cand_01; detected_language=ko; detected_genre=variety_vlog; original_start=179.53; original_end=235.255; adjusted=False; 대화의 흐름이 자연스럽고, 호수에 대한 흥미로운 정보가 포함되어 있어 시청자의 관심을 끌 수 있다."
G016,D-xlw07rGEM,ub9-c5PlBIY,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,4,1081.6,1128.1,46.5,1329.0,1398.0,69.0,0.0,0.0,0.0,247.4000000000001,269.9000000000001,258.6500000000001,0.6739130434782609,0.0,False,False,6.739130434782608,62ef412b-d11e-4dea-bf5e-d6a6e7d4c918|db375057-2d2c-45f1-b650-f8f7752c66a3,4,candidate_id=D-xlw07rGEM_cand_04; detected_language=ko; detected_genre=variety_vlog; original_start=1081.6; original_end=1128.1; adjusted=False; AI를 활용한 과제에 대한 놀라움이 잘 전달되어 흥미를 유발한다.
G016,D-xlw07rGEM,ub9-c5PlBIY,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,5,1221.645,1279.225,57.57999999999993,1329.0,1398.0,69.0,0.0,0.0,0.0,107.35500000000002,118.77500000000009,113.06500000000005,0.8344927536231873,0.0,False,False,8.344927536231873,7a57a991-c6b9-42b2-bf42-a6e404b6a722,4,"candidate_id=D-xlw07rGEM_cand_05; detected_language=ko; detected_genre=variety_vlog; original_start=1221.645; original_end=1279.225; adjusted=False; 동화 주제에 대한 고민이 흥미롭고, 교훈이 명확하게 드러나 시청자에게 유익하다."
G027,K3jHdrfM6l4,e1D9hyrtyek,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,1,215.87,264.63,48.75999999999999,204.0,271.0,67.0,48.75999999999999,0.7277611940298506,0.7277611940298506,11.870000000000005,6.3700000000000045,2.75,0.7277611940298506,0.0,True,True,61.8597014925373,ecb8248b-3df2-42a9-83ac-9ea4da094982,4,"candidate_id=K3jHdrfM6l4_cand_01; detected_language=ko; detected_genre=variety_vlog; original_start=215.87; original_end=264.63; adjusted=False; 형용사 표현법을 배우는 유쾌한 상황으로, 대화가 자연스럽고 반응이 명확하다."
G027,K3jHdrfM6l4,e1D9hyrtyek,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,2,286.2,331.2,45.0,204.0,271.0,67.0,0.0,0.0,0.0,82.19999999999999,60.19999999999999,71.19999999999999,0.6716417910447762,0.0,False,False,6.716417910447762,544be96f-afad-42fc-8caa-010072317b1d,4,"candidate_id=K3jHdrfM6l4_cand_02; detected_language=ko; detected_genre=variety_vlog; original_start=286.2; original_end=331.2; adjusted=False; 프로필 사진 촬영을 위한 상담 장면으로, 구체적인 대화가 흥미롭고 상황이 잘 전달된다."
G027,K3jHdrfM6l4,e1D9hyrtyek,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,3,487.875,532.875,45.0,204.0,271.0,67.0,0.0,0.0,0.0,283.875,261.875,272.875,0.6716417910447762,0.0,False,False,6.716417910447762,ce7ab297-5a1c-41c2-8df1-dae9cb51521c|7e703caa-1b43-4b21-9efb-afb2a75e935d,4,"candidate_id=K3jHdrfM6l4_cand_04; detected_language=ko; detected_genre=variety_vlog; original_start=487.875; original_end=532.875; adjusted=False; 사진 결과를 확인하며 유쾌한 대화를 나누는 장면으로, 자연스러운 흐름과 재미가 있다."
G027,K3jHdrfM6l4,e1D9hyrtyek,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,4,640.51,688.26,47.75,204.0,271.0,67.0,0.0,0.0,0.0,436.51,417.26,426.885,0.7126865671641791,0.0,False,False,7.1268656716417915,fd986d61-881c-4735-b388-a635e2253de9,4,"candidate_id=K3jHdrfM6l4_cand_05; detected_language=ko; detected_genre=variety_vlog; original_start=640.51; original_end=688.26; adjusted=False; 커플 고객과의 인터뷰 장면으로, 관계의 분위기를 파악하는 과정이 흥미롭고 대화가 잘 이어진다."
G027,K3jHdrfM6l4,e1D9hyrtyek,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,5,347.65,392.65,45.0,204.0,271.0,67.0,0.0,0.0,0.0,143.64999999999998,121.64999999999998,132.64999999999998,0.6716417910447762,0.0,False,False,6.716417910447762,9ff685ef-1a3b-41fe-9bc2-eb34f5270bb8,3,"candidate_id=K3jHdrfM6l4_cand_03; detected_language=ko; detected_genre=variety_vlog; original_start=347.65; original_end=392.65; adjusted=False; 여성이 분위기를 제안하고 남성이 반응하는 장면으로, 다양한 표정이 재미있지만 다른 후보들에 비해 완결성이 떨어진다."
G020,KHzVHQipZCg,5HZFbXpM8wM,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,1,376.71,431.092,54.382000000000005,166.0,234.0,68.0,0.0,0.0,0.0,210.70999999999998,197.09199999999998,203.90099999999995,0.7997352941176471,0.0,False,False,7.997352941176472,d8776c60-e4b2-46c0-8aab-ab1e387ec2a6|f253bcdd-7656-4c12-9842-c6cf18f36df1,5,candidate_id=KHzVHQipZCg_cand_02; detected_language=ko; detected_genre=variety_vlog; original_start=376.71; original_end=431.092; adjusted=False; 팬 선물에 대한 유쾌한 대화와 과학적 농담이 잘 어우러져 있어 흥미롭고 완결성이 높습니다.
G020,KHzVHQipZCg,5HZFbXpM8wM,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,2,486.085,540.681,54.59600000000006,166.0,234.0,68.0,0.0,0.0,0.0,320.085,306.68100000000004,313.38300000000004,0.8028823529411774,0.0,False,False,8.028823529411774,c09ec11d-c803-49f8-be28-8846c5d1d006|5fe3043b-ca84-4416-808a-b2aacb44d11e,5,candidate_id=KHzVHQipZCg_cand_03; detected_language=ko; detected_genre=variety_vlog; original_start=486.085; original_end=540.681; adjusted=False; 즉흥 상황극 제안과 긴박한 대화가 잘 어우러져 있어 시청자의 흥미를 끌 수 있습니다.
G020,KHzVHQipZCg,5HZFbXpM8wM,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,3,639.89,694.535,54.64499999999998,166.0,234.0,68.0,0.0,0.0,0.0,473.89,460.53499999999997,467.2125,0.8036029411764704,0.0,False,False,8.036029411764705,87814927-0016-4021-becd-bcb6af0cd53e,4,candidate_id=KHzVHQipZCg_cand_04; detected_language=ko; detected_genre=variety_vlog; original_start=639.89; original_end=694.535; adjusted=False; 우주에 대한 다양한 주제로 흥미로운 대화가 진행되어 시청자의 관심을 끌 수 있습니다.
G020,KHzVHQipZCg,5HZFbXpM8wM,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,4,791.034,848.741,57.706999999999994,166.0,234.0,68.0,0.0,0.0,0.0,625.034,614.741,619.8875,0.8486323529411763,0.0,False,False,8.486323529411765,e3b53972-e6f3-415f-a204-35bf70e85149|4887f46e-7b8c-4304-a100-e5b9595ed12f,4,candidate_id=KHzVHQipZCg_cand_05; detected_language=ko; detected_genre=variety_vlog; original_start=791.034; original_end=848.741; adjusted=False; 별자리 퀴즈와 관련된 대화가 유머와 과학적 요소를 잘 결합하여 흥미롭습니다.
G020,KHzVHQipZCg,5HZFbXpM8wM,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_variety_vlog,gpt-4o-mini,5,103.4,163.4,60.0,166.0,234.0,68.0,0.0,0.0,0.0,62.599999999999994,70.6,66.6,0.8823529411764706,0.0,False,False,8.823529411764707,fb2b1610-9018-43df-aad5-51325ac5448f|de3a809d-b9b1-440b-9cac-46a7017374cc,3,"candidate_id=KHzVHQipZCg_cand_01; detected_language=ko; detected_genre=variety_vlog; original_start=103.4; original_end=163.4; adjusted=False; 비과학적인 속설에 대한 토론이 흥미롭지만, 다른 후보들에 비해 완결성이 떨어집니다."
G014,NU5X-txt9uU,2oG9HS1szAU,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_lecture,gpt-4o-mini,1,434.75,479.75,45.0,96.0,152.0,56.0,0.0,0.0,0.0,338.75,327.75,333.25,0.8035714285714286,0.0,False,False,8.035714285714286,4e07e674-ff01-483c-84da-20d88b80cf04|ae22402e-51c2-4cc8-88fc-d9ac5f20c921,5,"candidate_id=NU5X-txt9uU_cand_02; detected_language=ko; detected_genre=lecture; original_start=434.75; original_end=479.75; adjusted=False; 칼질 방법을 배우는 장면으로, 실습의 핵심을 잘 전달하고 있어 시청자의 흥미를 끌 수 있습니다."
G014,NU5X-txt9uU,2oG9HS1szAU,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_lecture,gpt-4o-mini,2,632.319,689.057,56.738000000000056,96.0,152.0,56.0,0.0,0.0,0.0,536.319,537.057,536.688,0.9869928443018778,0.0,False,False,9.869928443018779,c920420b-5270-477e-ad4b-5bffa6cee531|32bc6e9c-9160-44c5-b5fe-7f7c754ca194,4,"candidate_id=NU5X-txt9uU_cand_03; detected_language=ko; detected_genre=lecture; original_start=632.319; original_end=689.057; adjusted=False; 학생이 요리의 맛에 감탄하는 장면으로, 요리의 결과를 강조하며 흥미를 유발합니다."
G014,NU5X-txt9uU,2oG9HS1szAU,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_lecture,gpt-4o-mini,3,343.48,397.1,53.620000000000005,96.0,152.0,56.0,0.0,0.0,0.0,247.48000000000002,245.10000000000002,246.29000000000002,0.9575000000000001,0.0,False,False,9.575000000000001,bbfb9f9a-9fe0-4133-9fa1-eb3cfbd41cba,4,"candidate_id=NU5X-txt9uU_cand_01; detected_language=ko; detected_genre=lecture; original_start=343.48; original_end=397.1; adjusted=False; 교수와 학생 간의 소통이 잘 드러나며, 질문을 통해 수업의 참여를 유도하는 점이 좋습니다."
G014,NU5X-txt9uU,2oG9HS1szAU,timeline_bins_bridge_k12_b12_max130__trim_variable_30_45_60_75s_x5__final_rerank__llm_top5_gpt_4o_mini_top5_rerank_v1,llm_top5_longform_reranker,highlight_reranker_v1_ko_lecture,gpt-4o-mini,4,1014.704,1071.37,56.66599999999994,96.0,152.0,56.0,0.0,0.0,0.0,918.704,919.3699999999999,919.0369999999998,0.9882469205520076,0.0,False,False,9.882469205520076,8ea24855-8ce2-4127-b7be-c586985eb9be|0ff6af4c-1c53-47cf-b1bf-e4a3e37acc50,3,"candidate_id=NU5X-txt9uU_cand_04; detected_language=ko; detected_genre=lecture; original_start=1014.704; original_end=1071.37; adjusted=False; 튀김 비법을 설명하는 장면이지만, 다소 긴 설명이 있어 집중도가 떨어질 수 있습니다."
